sujet;texte
Arrêtons de nous croire tout permis…, le 29 novembre 2023 à 13h38;Pour de grands territoires où on laisserait la nature faire… chacun a son prédateur naturel et c’est bien comme ça. L’être humain croit que tout lui appartient et décide du droit de vivre de chaque espèce animale. C’est horrible, c’est injuste. Entièrement contre.
Vive les loups, le 29 novembre 2023 à 13h38;Au diable les nazillons de la chasse et les politicards mafieux qui les couvent ! Y a pas pire nuisibles que les chasseurs avinés qui tirent sur tout ce qui bouge et les politicards véreux qui se moquent de leurs victimes humaines et animales.
Plan PNA loup opposition , le 29 novembre 2023 à 13h40;Je m’oppose au nouveau PNA Loup , le 29 novembre 2023 à 13h35 Je m’en remets à l’avis des scientifiques et me prononce totalement contre ce projet de PNA Loup.
Oui à la diversité de la FAUNE et de la VIE, le 29 novembre 2023 à 13h40;Arrêtons de détruire tous pour PROVOQUER d’autres et NOUVELLES MALADIES. LA DIVERSITE est utile et n’a pas de frontière. Un univers où tout est stérile n’est pas un univers, c’est comme les cultures agricoles intensives c’est un monde dépassé. Que diront nos enfants au vu de nos négligences.
Dominer la Nature ou s’adapter à elle?, le 29 novembre 2023 à 13h42;"L’homme a cru que c’était un progrès de maîtriser la Nature, juste pour faciliter sa vie ; or cela est impossible sans destructions grandioses, et la Nature détruite fera un homme détruit. Le pastoralisme doit pouvoir se faire avec des troupeaux moins importants, leur nombre de brebis est devenu démentiel, et avec la liberté pour les bêtes de fuir, car ce qui rend le loup destructeur c’est d’attaquer des bêtes en captivité. Le pastoralisme nuit aux autres espèces proies du loup, il faut donc réduire le pastoralisme : autres espèces multipliées, brebis en liberté : artifice de l’élevage supprimé ; le loup alors reprendra son rôle d’équilibreur de la faune."
Oui à la diversité de la FAUNE et de la VIE, le 29 novembre 2023 à 13h43;Arrêtons de détruire tous pour PROVOQUER d’autres et NOUVELLES MALADIES. LA DIVERSITE est utile et n’a pas de frontière. Un univers où tout est stérile n’est pas un univers, c’est comme les cultures agricoles intensives c’est un monde dépassé. Que diront nos enfants au vu de nos négligences. OUI au maintien de la vie des animaux et des humains en cohabitation.
contre le PNA, le 29 novembre 2023 à 13h43;je suis contre le PNA sur le loup
AVIS DEFAVORABLE !, le 29 novembre 2023 à 13h43;La nature nous a (pour une fois) offert une seconde chance avec le retour du loup : La chance de ne pas avoir éradiqué cette espèce indispensable à la biodiversité. Quoi qu’il en soit la seul stratégie envisageable est de commencer par trouver la bonne prévention sans destruction de loup (ou de prouver que chaque solution ne marche pas). Interdire immédiatement tout tirs et toute tueries ! S’il n’est pas possible de laisser des moutons tout seuls dans la nature, et bien c’est que ce n’est pas possible. Point.
Projet de Plan National 2024-29 sur le loup et les activités d’élevage, le 29 novembre 2023 à 13h44;Les meutes sont en augmentation mais on n’entend pas spécialement de commentaires sur les activités agressives des loups. Je crois que l’on ferait bien de s’aligner sur les l’Espagne et l’Italie qui ont su s’ adapter à la présence du loup. On a peur du loup comme on a peur des  requins ou tout animal que l’on ne cherche pas à intégrer dans nos vies. On est pour la biodiversité du moment qu’elle n’impacte pas nos habitudes .  Qui est le plus prédateur, le loup qui peut réguler les espèces ou l’homme qui modèle l’environnement à sa façon. Peut être faudrait-il limiter les chasseurs pour libérer du gibier, mieux encadrer le pastoralisme, accepter une autre vie… Supprimer c’est le seul mot d’ordre que l’homme connait. Il serait temps de ne pas remettre en cause sans arrêt ce qui est acté en faveur de la vie sauvage si riche et si belle.
Non à la tuerie des loups , le 29 novembre 2023 à 13h15;Bonjour Mon épouse et moi sommes contre la tuerie des loups suite à initiative de Mme la présidente de l’union européenne Ursula Von Der Leyen révoltée par le fait qu’un loup à dévoré un de ses poneys,  Les loups ont de moins en moins de terrain de chasse détruit par les humains Sauvons les loups
Contre le PNA et pour le loup !, le 29 novembre 2023 à 13h15;Je suis contre ce PNA qui vise encore une fois à détruire la biodiversité. L’élevage fait beaucoup plus de dégâts que le loup qui est de surcroît une espèce protégée. La France encore une fois est aux mains des chasseurs. Stop au lobbying des destructeurs de la nature. Quelle terre allons nous laisser à nos enfants !
NON au Plan anti loup !, le 29 novembre 2023 à 13h15;Stoppez les destructions et les sacrifices
Contre le nouveau PNA, le 29 novembre 2023 à 13h16;Le rôle de l’Etat à travers ce PNA devrait viser l’atteinte du bon état de conservation de l’espèce. Je ne retrouve pas cette volonté à travers le nouveau PNA qui nécessite, selon moi, une totale restructuration.
Défavorable, le 29 novembre 2023 à 13h16;Non au PNA
STOP , le 29 novembre 2023 à 13h16;"Cela suffit. Il est démontré,  partout dans le monde, que le loup est indispensable à l’équilibre écologique.  Il n’y a qu’en France que le loup posse problème. Et cela ne concerne que les éleveurs qui, modernité oblige, laisse la plupart du temps,  les troupeaux sans surveillance et monte le matin en quad voir si tout va bien et redescendent aussitôt dans la vallée. Certes,  le loup peut causer des dégâts dans les troupeaux sans surveillance et les éleveurs sont très largement indemnisés. Mais pourquoi ne parle t’on jamais du rôle primordial de régulateur du loup qui maintient un équilibre nécessaire dans les populations d’animaux sauvages.  L’expérience de Yellowstone devrait faire réfléchir nos énarques qui n’ont qu’une vision comptable de la nature. Resultat : une chute inexorable de la biodiversité. Et pourtant ces super cerveaux continuent de vouloir gérer la nature avec ce plan ""loup"" débile et inacceptable.  J’y suis totalement opposé."
Stop au Plan Anti-Loup !, le 29 novembre 2023 à 13h16;Rien que le titre en dit long : anti-loup !!! Alors jouons : anti-végétaux, anti-animaux, anti-tout ce qui nuit au confort et à la suprématie de l’homme. Arrêtons de vouloir tout contrôler et de se prendre pour les maîtres du monde.
Nos forêts, le 29 novembre 2023 à 13h17;Le loup a vécu avec les Humains pendant des centaines de milliers d’années, sans problèmes. L’espèce, domestiquée, a même permis aux Hommes de gagner en intelligence et en efficacité pour la chasse, et le chien a ensuite participé, et participe toujours, aux activités humaines, pour beaucoup desquelles il s’avère indispensable. Le retour du loup est une chance pour nos forêts, dont vous connaissez bien sûr l’état désastreux dû au réchauffement climatique. Dans le Parc national du Wyoming, la réintroduction de meutes de loups du Canada il y a trente ans a permis une régénération de la forêt qui surprend même les naturalistes par sa rapidité. Pourquoi n’expliquez-vous pas cela aux agriculteurs, très souvent aussi propriétaires forestiers ? Pourquoi ne mettez-vous pas le maximum de moyens pour aider les petits éleveurs, qui effectivement sont impactés par les attaques et n’en ont plus l’habitude après un siècle sans prédateurs autres que les chiens errants ? Cela demanderait des augmentations d’impôts, impôts qui sont pour nous, les Français, et pour nos biens communs, forêts entre autres. Je lis que « L’engagement de l’Etat en faveur de la modification du statut de protection du loup et son déclassement d’espèce strictement protégée, envisagé à la fois dans la Convention de Berne de 1979 et dans la Directive Habitats de 1992, est contraire à l’objectif d’assurer un bon état de conservation. Il s’agit d’un précédent inacceptable dans un PNA, qui ouvre une brèche inquiétante dans le domaine de la protection de la faune sauvage. » et que : « Le Conseil National de Protection de la Nature, instance scientifique indépendante consultée dans le cadre de l’élaboration de ce PNA, a produit un avis négatif qui met en avant la plupart des points énumérés ci-dessus, sans que cela ait conduit à la moindre modification du texte. » Je trouve surprenant que notre gouvernement aille à l’encontre de directives internationales, et contre la protection de nos forêts, qu’il faut absolument développer et protéger. Je compte donc sur nos Ministres et Président pour revenir sur ces mauvaises intentions.
Non à ce plan national d’action contre le loup, le 29 novembre 2023 à 13h18;Un problème majeur dans la répartition des espèces, c’est l’absence de grands prédateurs, comme le loup, qui ont un rôle majeur dans la régulation des espèces et accessoirement le contrôle de certaines maladies. Vouloir l’empêcher de reconquérir des territoires où il a été exterminé, c’est se barrer une nouvelle fois l’occasion de rétablir un certain équilibre. On peut cohabiter avec le loup, cet argument est un mauvais prétexte.
Non, bien évidemment, le 29 novembre 2023 à 13h18;Un projet qui est rédigé sans prendre en compte les avis scientifiques. Mais pour qui vous prenez-vous en osant proposer de telles sottises ?
Avis défavorable , le 29 novembre 2023 à 13h19;Je suis contre le PNA 2024/2029 sur le loup et les activités d’élevage.
Non au plan loup, le 29 novembre 2023 à 13h19;Non car il n’y a pas eu d’analyse sur les bénéfices de la protection des troupeaux et sur l’efficacité supposée des tirs létaux, bien que ce soient deux éléments majeurs de ce plan. De plus, seuls les impacts négatifs du loup sont mis en valeur, ceci n’est donc pas une analyse neutre !
