sujet;texte
Estimation des populations de loups, le 23 mars 2024 à 09h43;Le meilleur moyen d’éviter les polémiques est effectivement de mettre en place une méthode de comptage fiable. Profiter des compétences larges et variées du monde cynégétique pour assurer le déploiement de cette méthode de comptage apporterait un plus significatif à cette initiative.
Segurel Suzanne le23 mars 2024, le 23 mars 2024 à 10h25;Oui à une méthode de comptage fiable. Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Dénombrement des loups en France, le 23 mars 2024 à 18h15;Mettre en place une méthode de comptage fiable avec la participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Méthode de comptage des loups , le 23 mars 2024 à 18h49;"Oui à une méthode de comptage fiable pour le comptage des loups ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Comptage du loup, le 23 mars 2024 à 19h01;Je suis favorable à un nouveau mode de comptage plus réaliste du loup à la condition d’y intégrer les instances cynégétique
Comptage loups , le 23 mars 2024 à 19h01;Avis favorable à une nouvelle méthodologie de comptage loups retenant uniquement la procédure CMR  Oui favorable à la participation des instances cynégétiques pour leurs implications directe et indirecte
Méthode de comptage des loups ,, le 23 mars 2024 à 19h01;"Oui à une méthode de comptage fiable pour le comptage des loups ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Sans titre, le 23 mars 2024 à 19h04;Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Avis favorable , le 23 mars 2024 à 19h06;Favorable à un mode de comptage fiable en associant le monde cynégétique
Projet d’arrêté relatif à la méthode d’estimation de la population de loups et modifiant l’arrêté du 23 octobre 2020 , le 23 mars 2024 à 19h11;à un mode de comptage fiable en associant le monde cynégétique
Monsieur AYMES Jacques  Président de la société de chasse de La Palud sur Verdon, le 23 mars 2024 à 19h30;Personnellement et au noms des chasseurs de la commune je suis favorable au projet de modification de l’arrêté de 2020
AVIS FAVORABLE, le 23 mars 2024 à 19h50;OUI A UNE METHODE DE COMPTAGE FIABLE AVEC IMPLICATION DU MONDE CYNEGETIQUE
Oui à une méthode de comptage des loups associant les Chasseurs., le 23 mars 2024 à 20h18;"Oui à une méthode de comptage fiable pour le comptage des loups ; Oui à la participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Philippe Cabourdin , le 23 mars 2024 à 20h47;Je suis favorable à une méthode de comptage fiable de la population de loups en France avec participation obligatoire du monde cynégétique à ces comptages
Projet d’arrêté comptage des loups , le 23 mars 2024 à 21h13;Je souhaite un comptage fiable  De même la participation des acteurs cynégétiques est nécessaire
Projet d’arrêté relatif à la méthode d’estimation de la population de loups, le 23 mars 2024 à 21h41;Je souhaite une méthode de comptage fiable de la population de loup avec participation active des acteurs de l’activité cynégétique
Modif arrêté comptage loups. Dimanche 23 mars 21h53, le 23 mars 2024 à 21h59;Oui à un comptage fiable (CMR) complété des observations des milieux fiables d’observation de la nature OFB, ONF, photographes animaliers etc..
gérer correctement la présence du loup, le 23 mars 2024 à 22h26;Le loup reste un prédateur qui a certes son utilité dans l’éco-système Néanmoins, le loup ne doit pas nuire au travail des agriculteurs Il est donc nécessaire de mettre en place une gestion de la population qui ne pénalise pas le monde rural La gestion de la population doit permettre au loup de trouver sa place en ne nuisant pas à l’agriculture (abattage sélectif renforcé)
projet d’arrêté relatif à la méthode de comptage des loups, le 23 mars 2024 à 22h57;je suis favorable à une méthode fiable de comptage avec la participation des acteur du monde cynégétique.
comptage fiable, pas d’hypothèses infondées, le 23 mars 2024 à 23h22;je suis pour la protection des éleveurs et autres agriculteurs, il y a trop de loups et autres bêtes inutiles en France
Si c’est plus fiable., le 24 mars 2024 à 01h00;"D’accord pour une méthode fiable et si c’est la CMR, utilisons-la. Mais à condition que cela ne serve pas à tuer plus de loups. Le plafond, déjà considéré comme un objectif par le gouvernement, est beaucoup trop élevé et met l’espèce en danger. Et non, il n’y a pas besoin des chasseurs pour compter les loups. Et il n’y a pas non plus ""trop de bêtes inutiles en France"" (remarque même pas digne du XIXe siècle)."
comptage loup, le 24 mars 2024 à 06h45;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.pour qu’elle soit juste"
Suivons l’exemple italien !, le 14 mars 2024 à 08h18;NON à la destruction du loup ! OUI pour des moyens mis en place pour vivre ensemble comme en Italie !
Peu importe la méthode, non aux tirs de loups, le 14 mars 2024 à 08h34;Monsieur le Ministre,  Notre association souhaite s’exprimer concernant le projet d’arrêté relatif à la méthode d’estimation de la population de loups. Pour notre part, quelle que soit la méthode, ces tirs sont inacceptables. Nous nous permettrons de rappeler nos propos de 2023 « Concernant la protection des troupeaux, tant que tout ne sera pas mis en œuvre (clôture électrifiée de 80 cm de haut, chiens de berger…..), il n’y aura aucune raison de tuer les loups. Ces derniers sont utiles à la nature, en chassant les animaux sauvages malades ou faibles, ils préviennent de la propagation des maladies et renforcent les espèces présentes. En outre, selon une étude de 2020 (Bruns et collaborateurs, publiée dans le journal scientifique « Global Ecology and Conservation »), les tirs létaux de loups constituent la méthode la moins efficace pour diminuer les dommages aux troupeaux. » Nous vous remercions de l’attention portée à ce courrier Veuillez agréer, Monsieur le Ministre, nos salutations respectueuses. Pour OÏKOS KAÏ BIOS                                     Marie Berger et  Patricia Faure, cofondatrices Association OÏKOS KAÏ BIOS       74100 AMBILLY http://www.oikoskaibios.com/ oikos.kai.bios@orange.fr
non au projet, non au massacre des loups, le 14 mars 2024 à 13h24;il serait plus judicieux de se concentrer sur des systèmes de protection efficaces des troupeaux. biodiversité , environnement, humanité ?…  les personnes qui élaborent ces décrets n’ont aucune idée de leur sens. et non je ne suis pas une écolo-bobo-végo urbaine… j’habite la campagne au milieu des bois (et des loups) … , et la chasse autour de moi est une grande nuisance (destructions, pollution, brutalité, massacres, illégalité, ignorance de la nature,…)
Non à la destruction de la population des loups, le 14 mars 2024 à 13h32;De quel droit l’humain décide quelle race d’animaux doit vivre ou mourir !!! La peine de mort est abolit pour les humains… A méditer !!!
Ma réponse à cette consultation publique, le 14 mars 2024 à 14h11;Je suis CONTRE ce projet de méthode de calcul et par extension contre l’abatage des loups, seuls carnassiers prédateurs des sangliers qui aujourd’hui s’introduisent de plus en plus fréquemment dans les cités et détruisent également les cultures. Des moyens de lutte contre les dégâts réels des loups sont actuellement inexploités (clôtures, surveillance etc), ils l’étaient par le passé et ont prouvé leur efficacité. La nouvelle méthode de calcul n’a pour but que de favoriser un abatage plus rapide et ne répond pas au besoin réel. Le Ministère de l’Agriculture devrait s’opposer à de telles pratiques dont l’objectif n’a que de servir des intérêts financiers. Plusieurs pays européen prouvent par leurs chiffres et leur population de loups que l’abatage ne sert pas les objectifs mis en avant par vos ministères. Le Ministère de la transition écologique devrait changer sa vision et ne pas soutenir des propositions de lois et d’arrêtés qui ne veillent pas à l’intérêt commun mais aux seuls intérêts de chasse. La collectivité avant l’individualité.  Ces consultations publiques sont-elles seulement lues et écoutées, puis appliquées ? Cdt
non aux tirs supposés réguler les effectifs de loups. , le 14 mars 2024 à 14h24;"Réfléchir à diverses méthodes ou en généraliser qui ont déjà fait leurs preuves pour protéger les élevages (ovins pour l’essentiel, clôtures et chiens ""patoux""). Ailleurs les éleveurs parviennent à vivre avec les loups, pourquoi pas en France. Lire l’ouvrage de Pierre RIGAUX : ""LOUPS. Un mythe vivant"" . Voir quels milieux les loups colonisent et quelles surfaces recouvrent ces territoires. Ce sur quoi ils tablent pour se nourrir : ""font-ils les poubelles"" ou mangent-ils du ""gibier sauvage"" ou de ""relâché"" ? Dans ces deux  derniers cas ils sont surtout des concurrents des chasseurs privés de leur ""bon plaisir"" alors que si un loup en exploration ""s’installe"" c’est parce que le biotope lui paraît favorable. Développons plutôt des sanctuaires de taille suffisante et mis en réserve (avec interdiction d’y chasser) : il existe suffisamment de domaines publics pour ce faire, notamment en montagne (Pyrénées, Alpes). Flinguer des loups m’apparaît être la ""solution"" de facilité décidée technocratiquement alors que réfléchir à une cohabitation apaisée et débattue sereinement permettrait de sauver un pan de nature."
