titre;texte
Conservation du Loup en France , le 3 juin 2025 à 15h49;Conservation de toutes les espèces y compris le loup , le 3 juin 2025 Avis défavorable, le 3 juin 2025 à 15h33 La présence du loup est important pour l’écosystème. Il faut travailler en amont avec les éléveurs afin de trouver des moyens de vivre côte á côte avec les animaux sauvages. Les techniques efficaces employées dans les autres pays doivent être étudiées et appliquées également en France.
DÉFAVORABLE , le 3 juin 2025 à 15h51;Le loup est un prédateur INDISPENSABLE à l’équilibre de la nature. Vous diabolique sa présence au lieu de favoriser son intégration naturelle au profit de certains qui jouent la dessus pour maintenir le ko. Il vous serait utile d’apprendre à  connaître leur mode de fonctionnement  plutôt que  de sigmatiser et faire du loup la bête  à  abattre  C’est  une HONTE que l’état français favorise cet état de fait. JE SUIS DÉFAVORABLE  À  E QUE VOUS VOULEZ IMPOSER. JE SUIS POUR LA PRÉSERVATION DE CHAQUE ESPÈCE ET DE LA VIE. Il serait bien de regarder ce qui se passe ailleurs. J’ai été berger et les loups ne m’ont jamais causer de problème.  Les chiens errants posent problème et les humains sont les nuisibles.
Avis DÉFAVORABLE aux dérogations , le 3 juin 2025 à 15h52;Avis défavorable, le 3 juin 2025 à 15h33 La présence du loup est important pour l’écosystème. Il faut travailler en amont avec les éléveurs afin de trouver des moyens de vivre côte á côte avec les animaux sauvages. Les techniques efficaces employées dans les autres pays doivent être étudiées et appliquées également en France.
Défavorable , le 3 juin 2025 à 15h53;Nos choix sont un danger en déréglant un cycle naturel et non pas les pauvres loups. Reveillez-vous !
Avis défavorable , le 3 juin 2025 à 15h57;Laissez les tranquille. L’éco anxiété est de plus en plus présente. Il va falloir laisser sa chance à la biodiversité avant la catastrophe.
AVIS DÉFAVORABLE , le 3 juin 2025 à 15h57;Avis défavorable, essayons de trouver des solutions permettant de maintenir la biodiversité, plutôt que d’abattre des animaux ! L’homme est un loup pour l’homme… si bien dit par Thomas Hobbes.
DEFAVORABLE, le 3 juin 2025 à 15h58;Je suis défavorable à ce texte pour plusieurs raisons : - le loup reste une espèce vulnérable et son état de conservation n’est pas assuré - le bilan de des expérimentation sur l’utilisation des moyens de protection n’a pas été effectué sur les élevages de bovins - des moyens de protection mis en place dans d’autres pays européens concernant les équins et les bovins fonctionnent très bien, nous devons nous en inspirer. - l’autorisation des tirs par les préfets ne se fait pas au regard de la conservation de l’espèce sur les zones géographiques - les solutions non létales (bergers + clôtures + chiens de protection) ainsi que les aides financières doivent être privilégiées avant toute autorisation de tir.
Défavorable- stop à l’acharnement contre le loup , le 3 juin 2025 à 15h58;Cest une espèce protégée qui est menacée par l’humain sous couvert de peurs et fantasmes infondés. Il est urgent d’agir pour éviter que cette espace disparaisse.
DEFAVORABLE, le 3 juin 2025 à 16h00;Je suis contre, contre et contre, laissons les loups la où ils sont , nous avons détruit leurs habitat et maintenant nous voulons les exterminer ? N’avez vous pas honte de ce que vous infligerez a la nature ??? Stop !!!
Oui aux loups en france , le 3 juin 2025 à 16h01;Les populations de loups sont loins d’être un problème en france, ils contribuent au fait d’avoir un écosystème sain et les attaques sur les restent assez rares et je fais parti des paysans qui souhaitent trouver d’autre solution aux attaques que l’anéantissement complet de cette  espèce
Avis défavorable , le 3 juin 2025 à 16h04;Réduire le statut de protection du loup est une porte ouverte aux excès. Aider et travailler avec les bergers serait plus efficace, les tirs ne venant qu’en dernier recours. Nous ne pouvons nous autoriser à éliminer systématiquement ce qui nous dérange (qui dérange une minorité en fait). Tout ce qui est vivant est nôtre !
Favorable aux autorisations de tir sur les loups, le 3 juin 2025 à 16h05;Des autorisations de tir sur le loup doivent être autorisés dès les premières attaques sur tout animaux domestiques
Avis défavorable, le 28 mai 2025 à 09h37;Ce projet abaisse encore les exigences préalables à l’autorisation de destruction des loups, espèce pourtant protégée et très utile dans les écosystèmes. Au moins la moitié des 10 dispositions que peuvent prendre les éleveurs pour témoigner de leurs actes de protection des troupeaux ne sont pas suffisantes. Surtout si une seule d’entre elle suffit.
AVIS DEFAVORABLE, le 28 mai 2025 à 09h38;Les consultations précédentes ont déjà permis de constater un large consensus à ce sujet. Les Français sont contre les dérogations pour l’abattage du loup. Si on peut comprendre le désarroi des agriculteurs dans certaines situations, comment cela se fait-il que d’autres pays européens ne sont pas confrontés aux mêmes problèmes, ce qui prouve que la cohabitation avec le loup est possible. Des solutions alternatives existent, comme par exemple l’utilisation d’ânes pour protéger les troupeaux, méthode utilisée de longue date dans d’autres pays.
Avis DEFAVORABLE au projet d’arrêté concernant les dérogations aux interdictions de destruction du loup., le 28 mai 2025 à 09h31, le 28 mai 2025 à 09h39;La présence des loups est une garantie du maintien de la biodiversité. Un loup n’attaque pas un troupeau protégé.
Loup, le 28 mai 2025 à 09h39;Avis défavorable à cette modification
DÉFAVORABLE , le 28 mai 2025 à 09h41;bonjour, non aux dérogations d’interdiction de tuer les loups, il y a suffisamment d’informations sur les bienfaits de la présence du loup dans la nature qui permet de réguler la quantité de chevreuils de cerfs et de sangliers et œuvre à ramener la biodiversité, flore et faune cordialement Mme Penon Catherine
DÉFAVORABLE, le 28 mai 2025 à 09h54;TUER, TUER, TUER… HONTE d’être citoyenne d’un pays qui se distingue encore et toujours par ses attaques à la biodiversité, et dont les politiques sont aux mains de lobbies : chasseurs, agroindustriels, BTP… pour qui le vivant est soit une proie à éliminer, soit une entrave à leurs intérêts économiques et financiers.  Le loup, comme l’ours, est un symbole de cette folie destructrice des hommes qui voient dans la nature une ennemie à soumettre, au lieu d’une partenaire à respecter.  C’est fièrement assis sur les monceaux de cadavres de tous les êtres vivants que nous aurons chassés ou empoisonnés que nous disparaîtrons à notre tour. Tel est l’issue vers laquelle nous entraînent nos (ir)responsables, qu’ils soient français, européens ou d’ailleurs. Anne-Marie PENON
Avis défavorable, le 28 mai 2025 à 09h59;"Il y a des solutions autre que la barbarie pour protéger les troupeaux des loups. Rapprochez vous des pays voisins qui cohabitent très bien avec cet animal. Mais la plupart des éleveurs Français préfèrent crier ""au loup’ comme d’habitude au lieu de se retrousser les manches pour mettre en place les moyens existants pour éviter la prédation. Ca suffit les lobbys et il faut protéger le loup qui a le droit de vivre dans notre pays."
Abattage des loups , le 28 mai 2025 à 10h06;J’écris ici pour donner un avis DÉFAVORABLE, les autres pays européens arrivent à faire cohabiter les loups et les troupeaux. Pourquoi pas nous ? Il existe des solutions comme les protections de troupeau par des ânes qui permettent une cohabitation. Même si je comprends le désarroi de certains agriculteurs, la solution n’est pas l’éradication de cet animal extraordinaire.
Défavorable, le 28 mai 2025 à 10h15;Comment un Préfet peut-il savoir TOUT !
TOTALEMENT CONTRE !!!, le 28 mai 2025 à 10h15;"Totalement contre l’abattage des loups (ou tout autre animal sauvage). Tous ont leur place sur cette planète (contrairement à certains humains). Si les éleveurs ne sont pas capables de protéger leurs troupeaux, qu’ils changent de métier !!!  On a du leur raconter dans leur enfance trop d’histoires sur ""le grand méchant loup"". Arrêtons de massacrer tous ces animaux, quels qu’ils soient. Nous avons BESOIN d’eux."
Avis défavorable , le 28 mai 2025 à 10h18;Le loup à le droit de vivre . Il était là avant nous , ce sont les Hommes qui doivent s adapter et trouver des mesures de protection efficaces . Arrêtez de vous faciliter la vie  , tuer n est pas une solution !
Favorable à  la modification de l’arrêter , le 28 mai 2025 à 10h23;Les éleveurs que nous sommes aujourd’hui n’ont pas demandé à vivre avec le loup cela ne rentre pas dans le cadre du métier que je pratique avec passion tout les jours.  On nous parle du bien être des  animaux …..voire mes bovins que j’ai élevé se faire dévorer par le loup est tout simplement inadmissible.  Oui à la révision de l’arrêter.  Un éleveur de jura.
Défavorable, le 28 mai 2025 à 10h23;L’extension de l’abattage des loups s’avère contre-productive pour la protection des troupeaux, comme le démontrent les succès des méthodes non létales dans de nombreux pays. Cette approche létale compromet la biodiversité et contrevient aux impératifs de coexistence et de sauvegarde des espèces menacées.
