opinion,sujet,checked_text
," contre la liste d’espèces susceptibles d’occasionner des dégâts , le 23 juin 2023 à 00h00","contre la liste d’espèces susceptibles d’occasionner des dégâts . Je suis contre la liste d’espèces susceptibles d’occasionner des dégâts car, au-delà de l’aspect éthique que cette liste questionne, cette décision politique est un non-sens scientifique, écologique et économique.,,En effet, d’une part, les nombreuses années d’observation scientifique prouvent le rôle écologique vertueux de ces animaux : régulateurs de populations d’autres espèces, dissiminateurs de graines, équarrisseurs naturels… Ces animaux sont indispensables dans nos écosystèmes.,,Par exemple :,,Un Renard Roux à lui seul peut manger plusieurs milliers de rongeurs ravageurs de cultures chaque année,Le Geai des Chênes est l’un des plus importants reboiseurs de France,Ces animaux, entre autres charognards, permettent la limitation de propagation de maladies, notamment la maladie de Lyme.,,D’autre part, il n’existe pas de protocole pour suivre leurs populations avec précision.,,De plus, les données sur les « dommages » réellement occasionnés et remontés par les piégeurs agréés aux départements sont basées sur de simples déclarations et restent donc partielles, voire biaisées. Il n’existe en effet pas de protocole standardisé pour identifier l’auteur de ces « dommages », ni pour évaluer la fiabilité des informations transmises.,,Enfin, la destruction des ESOD est réalisée sans obligation de résultats, ni de leur efficacité. Ce qui signifie qu’il n’y a actuellement pas d’évaluation des coûts et bénéfices écologiques et économiques, ni prise en considération des aspects éthiques de ces mesures.,,Frédéric Jiguet, ornithologue mais aussi professeur en biologie de la conservation au centre d’écologie et de science de la conservation au Muséum National d’Histoire Naturelle à Paris a démontré que les coûts payés par la société de destruction des ESOD sont bien supérieurs aux coûts des dégâts.,,Par exemple, « au Jardin des Tuileries il y a eu une prestation de NOMBRE mois qui a coûté NOMBRE Euros ; un piégeur agréé a installé une cage et a dû piéger et tuer entre NOMBRE et NOMBRE corneilles sur la période ». Pies qui, de surcroît, reviennent par la suite.,,Non seulement la destruction de ces espèces n’est pas efficace, mais surtout, des alternatives existent et fonctionnent !,,En bref, dans le contexte d’urgence écologique et de l’effondrement de la biodiversité, il est urgent de changer notre rapport au vivant, car cette destruction de masse “porte préjudice aux écosystèmes, voire à l’agriculture”.,,La science le démontre : écoutons ce qu’elle nous dit.,,Je suis donc contre la mort de millions d’individus pour rien, aux frais du contribuable, et ce pour les NOMBRE prochaines années."
," avis favorable au projet d’arrêté ESOD, le 23 juin 2023 à 00h00","avis favorable au projet d’arrêté ESOD. les populations de petites faunes ont considérablement baissé et ne peuvent plus accepter une hausse des effectifs de leurs prédateurs au risque de totalement disparaître d’autant que certains sont protégés ( buses variable , chats etc .. )"
,"  Pour  , le 23 juin 2023 à 00h01",Pour . il faut un peu ouvrir l’yeux et sortir de votre monde des Bisounours ces espèces cause beaucoup de dégât dans les cultures notamment les corneilles dans les semis de maïs ou il faut ressemé et qui ces qui paye le contribuable car l’état finance si vous aimez donné de l’argent à l’état pas moi et surtout par les temps qui cour. Je préfère sacrifier quelque oiseaux et mieux mangé a la fin du mois.
," Je suis contre, laissons les animaux vivres en paix, le 23 juin 2023 à 00h03","Je suis contre, laissons les animaux vivres en paix. La méthodologie utilisée pour procéder au classement est incohérente et infondée en raison de l’absence de données sérieuses sur la réalité des dommages, bien souvent insignifiants, imputés aux espèces présumées coupables et en l’absence de données fiables sur l’état réel des populations de ces espèces et leur dynamique (notamment concernant les mammifères). ,Le « droit à détruire » des espèces est un non-sens écologique. Les dommages constatés devraient d’abord engendrer des solutions localisées dans l’espace et dans le temps, et non justifier une réponse massive concernant la totalité des individus d’une même espèce, comme c’est le cas aujourd’hui."
," Aberration !!!, le 23 juin 2023 à 00h04",Aberration !!!. Arrêtons de massacrer la biodiversité !!! Ces animaux sont utiles et indispensables plus que vos pesticides. depuis le temps on le sait alors merci d entendre enfin la voix du bon sens notre planète souffre de ces décisions destructrices et inutiles.
," favorable !, le 24 juin 2023 à 21h43",favorable !. Les nichées de passereaux sont dévastées notamment par les pies chez nous dans le Gard. Elles s’en prennent même à des petits lièvres ou des perdrix.
," Régulation , le 24 juin 2023 à 21h50","Régulation . Les dégâts de ces espèces ne sont ni indemnisés, ni assurables, et inévitables. Il faut les contenir par la régulation des effectifs des espèces en cause."
," ESOD, le 24 juin 2023 à 21h43",ESOD. Favorable à la liste déposée arrêtons de protéger certaines espèces au détriment d autres plus utile
," Pour la régulation , le 24 juin 2023 à 21h44","Pour la régulation . Il faut absolument enrayer la disparition des animaux de nos campagnes tels que les perdreaux, lièvres et oiseaux massacrés par ces espèces incontrôlables que sont les renards, martres, fouines, chats forestiers (qui n’ont de forestier que le nom…) et dans très peu de temps le loup avec le grand gibier, cerfs, chevreuils, mouflons et chamois dans le seul but a peine dissimulé : la disparition de la chasse…"
," Avis favorable, le 24 juin 2023 à 21h45","Avis favorable. Il s’agit bien de régulation et non d’éradiquer les espèces, ce n’est pas nouveau ces régulation existe depuis la nuit des temps. il est important de poursuivre."
," CONTRE, le 24 juin 2023 à 21h46","CONTRE. Absolument contre, ,Nous déréglons sans cesse l’équilibre de la faune sauvage. Il n’y a aucun droit à abattre ces animaux pour ces raisons mentionnées."
," Pour le piégeage , le 24 juin 2023 à 21h47","Pour le piégeage . C’est simple, je vis à la campagne et sans le piégeage, je serais dans l’obligation de remplacer mes poules tous les mois, le renard a fait de gros dégâts et la facture est pour moi sans compter le plus important mon lien affectif avec mes animaux. Il faut le réguler"
," Chasseur et piegeur du Gers, le 24 juin 2023 à 21h47","Chasseur et piégeur du Gers. Je suis favorable au projet de classement du renard, de la corneille et de la pie sur l’ensemble du département du Gers."
," Chasseur et piegeur du Gers, le 24 juin 2023 à 21h50",Chasseur et piégeur du Gers. Je suis favorable à la totalité des propositions de classement ministériel et demande l’ajout de NOMBRE classements supplémentaires qui avaient été demandés par les préfets dans les départements. Je suis donc favorable aux NOMBRE classements accordés et contre les NOMBRE classements refusés par le ministère.
," POUR la totalité des propositions, le 24 juin 2023 à 21h34",POUR la totalité des propositions. Nous sommes POUR la totalité des propositions de classement et DEMANDONS L’AJOUT de NOMBRE classements supplémentaires qui ont été demandés par les préfets dans les départements.
," Contre !, le 24 juin 2023 à 21h31",Contre !. De quel droit décidons nous qui peut vivre et qui doit mourir ! Cet notion de nuisible n’a pas lieu d’être
," Très défavorable, le 24 juin 2023 à 21h32","Très défavorable. C’est encore et toujours pointer du doigt les faux problèmes. ,Au lieu d’augmenter la liste d’espèces dites nuisibles, il faudrait une véritable remise en question de notre mode de consommation et d’élevage, car ce sont eux les responsables de dégâts colossaux sur notre écosystème."
," Sans titre, le 24 juin 2023 à 21h33",Sans titre. favorable a cette liste
," définitivement opposé, le 24 juin 2023 à 21h34","définitivement opposé. L’état des populations de ses espèces est il précisément connu ? réponse : non. Pourtant, ce point essentiel est à la base même d’une réflexion autour de l’idée de régulation (limitation). ,Les petits carnivores sauvages (renard, martre, fouines et autres) sont quant à eux les premiers ""régulateurs"" des ravageurs des cultures et prairie (entre autres le rat taupier) et donc premiers alliés des paysans. Leur présence en abondance évite l’utilisation de poison qui pollue sol et nappe d’eau par les rongeurs en décomposition et qui provoque la mort de nombreux autres prédateurs qui ingèrent les rongeurs morts ou agonisant.,De la prédation sur la petites faune sauvage ? ( pas si sauvage que ça d’ailleurs car si souvent issue d’élevage) tant convoitée par les chasseurs ? C’est la loi de la nature !,Des dégâts dans les poulaillers ? Il y a cas clôturer ! En quarante ans, la marte a visité mon poulailler par NOMBRE fois et le renard NOMBRE fois ; j’ai bouché les passages. NOMBRE fois en NOMBRE ans , on ne peux pas raisonnablement parler de ravage ! je précise que j’habite en pleine campagne, en bordure de bois."
," Contre à 100%, le 24 juin 2023 à 21h34",Contre à NOMBRE . De quel droit décidons nous qui peut vivre et qui doit mourir ! Cet notion de nuisible n’a pas lieu d’être. Tous les êtres vivants ont leur place et leur utilité sur cette planète
," Avis favorable , le 24 juin 2023 à 21h38",Avis favorable . Je donne avis Favorable. Merci d en tenir compte. Cordialement
," Pour, le 24 juin 2023 à 21h41","Pour. La protection de la nature passe par la régulation des espèces, sans cela nous assisterons à un déséquilibre, le renard n’a pas de prédateur, donc les populations augmenteront inexorablement, concernant le corbeau freux ou la Corneille on en arrivera au même niveau que les choucas nombreux destructeurs et bruyants. Nos futures récoltes sont en jeu"
," Favorable, le 24 juin 2023 à 21h41","Favorable. Ne vous trompez pas de cible, si vous voyez encore du petit gibier dans les champs, c’est bien grâce au travail réalisé par les chasseurs.,Il faut faire confiance aux Fédérations de Chasse qui font un travail énorme. Leurs demandes ne sont pas faites pour les chasseurs mais pour la nature."
," favorable, le 24 juin 2023 à 21h42","favorable. en tant que garde chasse particulier en haute s’avoie, je suis satisfait qu’il soit prévu que la martre soit classée ESOD dans ce département eut égard aux dégâts qu’elle peut provoquer dans la reproduction des oiseaux. à mon sens, la pie bavarde devrait également faire l’objet d’une régulation dans certaines zones où elle est abondante pour les même raisons ( dégâts dans les nids)."
," Avis favorable au projet d’arrêté ESOD 2023-2026, le 24 juin 2023 à 21h51","Avis favorable au projet d’arrêté ESOD NOMBRE - NOMBRE . Les dégâts de ces espèces ne sont ni indemnisés, ni assurables, ni facilement évitables. Il ne reste donc qu’à les contenir par la régulation des effectifs des espèces en cause.,, Les prédateurs et déprédateurs commettent des nuisances toute l’année, il faut donc intervenir à tout moment. Pour la protection du gibier, la régulation doit se faire surtout en période de reproduction du gibier au printemps et la chasse est fermée à cette époque."
