titre;date;heure;sujet;raw_text;checked_text;lemma;Opinion_estimée
Avis défavorable  ;3 juin 2025;22h45;Avis défavorable  , le 3 juin 2025 à 22h45;Avis défavorable . Avis défavorable à ce projet d’arrêté visant à tuer des loups alors que d’autres solutions non létales existent et sont plus efficaces pour la préservation de la bio diversité et des troupeaux d’elevage.;Avis défavorable . Avis défavorable à ce projet d’arrêté visant à tuer des loups alors que d’autres solutions non létales existent et sont plus efficaces pour la préservation de la bio diversité et des troupeaux d’élevage.;avis défavorable avis défavorable projet arrêté viser tuer loup solution non létal exister efficace pour préservation bio diversité troupeau élevage;Défavorable
Avis défavorable ;3 juin 2025;08h17;Avis défavorable , le 3 juin 2025 à 08h17;Avis défavorable . Protégeons les troupeaux plutôt que de détruire la faune sauvage, comme en Italie. Que le gouvernement arrête de céder à la pression de quelques individus.;Avis défavorable . Protégeons les troupeaux plutôt que de détruire la faune sauvage, comme en Italie. Que le gouvernement arrête de céder à la pression de quelques individus.;avis défavorable protéger troupeau détruire faune sauvage italie gouvernement arrêter céder pression individu;Défavorable
FAVORABLE;3 juin 2025;07h41;FAVORABLE, le 3 juin 2025 à 07h41;"FAVORABLE. En tant que fondatrice du cabinet Terragora, engagé auprès des acteurs du monde rural, je soutiens sans réserve le projet d’arrêté modificatif relatif aux dérogations à l’interdiction de destruction du loup (Canis lupus ). Ce texte marque une étape importante dans la reconnaissance des difficultés rencontrées par les éleveurs de bovins, équins et asins, victimes d’attaques de loups pour lesquelles les moyens de protection actuellement disponibles sont insuffisants, voire inexistants dans certains contextes. L’arrêté proposé apporte enfin un cadre réglementaire clair, conforme au IV de l’article NOMBRE de la loi du NOMBRE mars NOMBRE . Il sécurise juridiquement l’action des préfets et rend possible la mise en œuvre effective de tirs de défense, dans un esprit de responsabilité partagée. Je salue particulièrement : La définition concrète des mesures de réduction de la vulnérabilité, cohérente avec la réalité des pratiques d’élevage ; L’attention portée aux troupeaux les plus vulnérables (jeunes animaux, zones à risque de dérochement ) ; Ce texte répond à une nécessité : celle de protéger l’élevage pastoral tout en encadrant les prélèvements sur une espèce désormais bien installée. Le temps du pragmatisme est venu. Cette mesure n’est pas un recul environnemental, mais un acte de lucidité politique pour préserver la coexistence entre l’homme et la faune sauvage dans les territoires ruraux. Je vous invite donc à adopter cet arrêté sans délai, dans l’intérêt des éleveurs, de la biodiversité et de la paix sociale dans nos campagnes. Naoual Hamzaoui";"FAVORABLE. En tant que fondatrice du cabinet Terrage, engagé auprès des acteurs du monde rural, je soutiens sans réserve le projet d’arrêté modificatif relatif aux dérogations à l’interdiction de destruction du loup (Canis lupus ). Ce texte marque une étape importante dans la reconnaissance des difficultés rencontrées par les éleveurs de bovins, équins et asins, victimes d’attaques de loups pour lesquelles les moyens de protection actuellement disponibles sont insuffisants, voire inexistants dans certains contextes. L’arrêté proposé apporte enfin un cadre réglementaire clair, conforme au IV de l’article NOMBRE de la loi du NOMBRE mars NOMBRE . Il sécurise juridiquement l’action des préfets et rend possible la mise en œuvre effective de tirs de défense, dans un esprit de responsabilité partagée. Je salue particulièrement : La définition concrète des mesures de réduction de la vulnérabilité, cohérente avec la réalité des pratiques d’élevage ; L’attention portée aux troupeaux les plus vulnérables (jeunes animaux, zones à risque de dérochement ) ; Ce texte répond à une nécessité : celle de protéger l’élevage pastoral tout en encadrant les prélèvements sur une espèce désormais bien installée. Le temps du pragmatisme est venu. Cette mesure n’est pas un recul environnemental, mais un acte de lucidité politique pour préserver la coexistence entre l’homme et la faune sauvage dans les territoires ruraux. Je vous invite donc à adopter cet arrêté sans délai, dans l’intérêt des éleveurs, de la biodiversité et de la paix sociale dans nos campagnes. Nouménal Hamza oui";favorable fondateur cabinet terrage engagé auprès acteur monde rural soutien réserve projet arrêté modificatif relatif dérogation interdiction destruction loup canis lupus texte marque étape important reconnaissance difficulté rencontrer éleveur bovin équin asins victime attaquer loup pour moyen protection actuellement disponible insuffisant voire inexistant contexte arrêté proposer apporter cadre réglementaire clair conforme iv article nombre loi nombre mars nombre sécuriser juridiquement action préfet mise œuvre effectif tir défense esprit responsabilité partager saluer particulièrement définition concret mesure réduction vulnérabilité cohérent réalité pratique élevage attention portée troupeau vulnérable jeune animal zone risque dérochement texte répondre nécessiter protéger élevage pastoral encadrant prélèvement espèce bien installer temps pragmatisme venir mesure recul environnemental acte lucidité politique pour préserver coexistence homme faune sauvage territoire rural invite adopter arrêté délai intérêt éleveur biodiversité paix social campagne nouménal hamza oui;Favorable
Avis favorable ;3 juin 2025;07h32;Avis favorable , le 3 juin 2025 à 07h32;Avis favorable . Le loup vient perturber l’équilibre de l’élevage extensif , si important pour notre souveraineté alimentaire. Les ecologistes doivent payer les dégâts et ne plus percevoir de subventions de l’état;Avis favorable . Le loup vient perturber l’équilibre de l’élevage extensif , si important pour notre souveraineté alimentaire. Les écologistes doivent payer les dégâts et ne plus percevoir de subventions de l’état;avis favorable loup venir perturber équilibre élevage extensif important pour souveraineté alimentaire écologiste payer dégât percevoir subvention état;Favorable
Avis très favorable ;3 juin 2025;07h26;Avis très favorable , le 3 juin 2025 à 07h26;Avis très favorable . Le loup occasionne trop de dégâts sur la biodiversité. Il faut le réguler;Avis très favorable . Le loup occasionne trop de dégâts sur la biodiversité. Il faut le réguler;avis favorable loup occasionner trop dégât biodiversité falloir réguler;Favorable
avis favorable;3 juin 2025;07h20;avis favorable, le 3 juin 2025 à 07h20;avis favorable. trop de malheurs dans le monde agricole;avis favorable. trop de malheurs dans le monde agricole;avis favorable trop malheur monde agricole;Favorable
Défarorable;3 juin 2025;07h18;Défarorable, le 3 juin 2025 à 07h18;Défarorable. Le loup est une espèce protégée et doit le rester. En revanche les mesures de protection des troupeaux, notamment la présence de bêtes à cornes au sein des lots, sont une bonne chose.;Défavorable. Le loup est une espèce protégée et doit le rester. En revanche les mesures de protection des troupeaux, notamment la présence de bêtes à cornes au sein des lots, sont une bonne chose.;défavorable loup espèce protéger rester revanche mesure protection troupeau présence bête corner sein lot bon chose;Défavorable
Favorable ;3 juin 2025;07h17;Favorable , le 3 juin 2025 à 07h17;Favorable . Nous allons vers la réduction du nombre d’éleveurs qui sur un an et demi ont perdu par dizaines agneaux et brebis nous allons à la catastrophe de plus il y a danger pour les habitants les loups circulent dans les villages.allons nous continuer à ne rien faire et les laisser se reproduire !!;Favorable . Nous allons vers la réduction du nombre d’éleveurs qui sur un an et demi ont perdu par dizaines agneaux et brebis nous allons à la catastrophe de plus il y a danger pour les habitants les loups circulent dans les villages.allons nous continuer à ne rien faire et les laisser se reproduire !!;favorable réduction nombre éleveur an demi perdu dizaine agneau brebis catastrophe danger pour habitant loup circuler villages.allons continuer rien faire reproduire;Favorable
Avis défavorable ;3 juin 2025;07h13;Avis défavorable , le 3 juin 2025 à 07h13;Avis défavorable . Ce projet d’arrêté présente des incohérences. Le loup a sa place, comme nous sur la planète terre. Merci;Avis défavorable . Ce projet d’arrêté présente des incohérences. Le loup a sa place, comme nous sur la planète terre. Merci;avis défavorable projet arrêté présente incohérence loup place planète terrer;Défavorable
Avis favorable ;3 juin 2025;06h50;Avis favorable , le 3 juin 2025 à 06h50;Avis favorable . Gros risque encouru par la population au vue des différentes attaques au sein même des villages ces dernières semaines;Avis favorable . Gros risque encouru par la population au vue des différentes attaques au sein même des villages ces dernières semaines;avis favorable gros risque encourir population vue attaquer sein village dernier semaine;Favorable
Avis favorable ;3 juin 2025;06h46;Avis favorable , le 3 juin 2025 à 06h46;Avis favorable . Le loup et l élevage ne vont pas du tout ensemble;Avis favorable . Le loup et l élevage ne vont pas du tout ensemble;avis favorable loup l élevage ensemble;Favorable
AVIS FAVORABLE;3 juin 2025;11h57;AVIS FAVORABLE, le 3 juin 2025 à 11h57;AVIS FAVORABLE. Cet arrêté est primordial pour la mise en œuvre de la législation existante sur la protection des troupeaux contre le loup. Les élevages visés ne sont pas protégeables, des mesures de destruction doivent donc être prises. Les élevages extensifs sont en dangers alors qu’ils contribuent à la préservation des milieux ouverts et à la lutte contre les incendies.;AVIS FAVORABLE. Cet arrêté est primordial pour la mise en œuvre de la législation existante sur la protection des troupeaux contre le loup. Les élevages visés ne sont pas protégeable, des mesures de destruction doivent donc être prises. Les élevages extensifs sont en dangers alors qu’ils contribuent à la préservation des milieux ouverts et à la lutte contre les incendies.;avis favorable arrêté primordial pour mise œuvre législation existant protection troupeau contre loup élevage visé protégeable mesure destruction prise élevage extensif danger contribuer préservation milieu lutte contre incendier;Favorable
